[TIMESERIES]
TS22981 0:00 0.0
TS21758 0:00 0.0
TS21553 0:00 0.0
TS21828 0:00 0.0
TS22059 0:00 0.0
TS25360 0:00 0.0
TS22075 0:00 0.0
TS22863 0:00 0.0
TS22980 0:00 0.0
TS22160 0:00 0.0
TS22056 0:00 0.0
TS22057 0:00 0.0
TS21812 0:00 0.0
TS21688 0:00 0.0
TS21554 0:00 0.0
TS23200 0:00 0.0
TS21685 0:00 0.0
TS22982 0:00 0.0
TS23870 0:00 0.0
TS23198 0:00 0.0
TS21687 0:00 0.0
TS21777 0:00 0.0
TS23199 0:00 0.0
TS22055 0:00 0.0
TS22983 0:00 0.0
TS22979 0:00 0.0
TS21827 0:00 0.0
TS22862 0:00 0.0
TS22014 0:00 0.0
TS21778 0:00 0.0
TS21757 0:00 0.0
TS21686 0:00 0.0
TS21756 0:00 0.0
TS21776 0:00 0.0
TS21696 0:00 0.0
TS22074 0:00 0.0
TS22013 0:00 0.0
TS22053 0:00 0.0
TS23933 0:00 0.0
TS23897 0:00 0.0
TS21694 0:00 0.0
TS21555 0:00 0.0
TS22159 0:00 0.0
TS22011 0:00 0.0
TS22054 0:00 0.0
TS22012 0:00 0.0
TS21761 0:00 0.0
TS21697 0:00 0.0
TS21695 0:00 0.0
TS21556 0:00 0.0
TS21552 0:00 0.0
TS23932 0:00 0.0
TS23867 0:00 0.0
TS23869 0:00 0.0
TS21760 0:00 0.0
TS23868 0:00 0.0
TS21508 0:00 0.0
TS23108 0:00 0.0
TS21506 0:00 0.0
TS21509 0:00 0.0
TS21507 0:00 0.0
TS21775 0:00 0.0
TS22058 0:00 0.0
TST14 0:00 0.0
TStz105 0:00 0.0
TStz106 0:00 0.0
TST27 0:00 0.0
TST19 0:00 0.0
TST9 0:00 0.0
TStz1 0:00 0.0
TStz107 0:00 0.0
TStz86 0:00 0.0
TStz87 0:00 0.0
TStz88 0:00 0.0
TStz89 0:00 0.0
TST5 0:00 0.0
TStz108 0:00 0.0
TStz85 0:00 0.0
TStz2 0:00 0.0
TStz23 0:00 0.0
TStz109 0:00 0.0
TST53 0:00 0.0
TStz3 0:00 0.0
TStz155 0:00 0.0
TStz84 0:00 0.0
TStz24 0:00 0.0
TStz131 0:00 0.0
TStz4 0:00 0.0
TST12 0:00 0.0
TStz39 0:00 0.0
TStz83 0:00 0.0
TStz110 0:00 0.0
TStz77 0:00 0.0
TST15 0:00 0.0
TStz5 0:00 0.0
TStz156 0:00 0.0
TStz76 0:00 0.0
TST7 0:00 0.0
TStz78 0:00 0.0
TStz25 0:00 0.0
TST16 0:00 0.0
TStz82 0:00 0.0
TStz75 0:00 0.0
TStz40 0:00 0.0
TStz6 0:00 0.0
TStz111 0:00 0.0
TStz79 0:00 0.0
TStz26 0:00 0.0
TST10 0:00 0.0
TStz7 0:00 0.0
TStz157 0:00 0.0
TStz81 0:00 0.0
TStz80 0:00 0.0
TStz132 0:00 0.0
TStz112 0:00 0.0
TST11 0:00 0.0
TStz8 0:00 0.0
TST8 0:00 0.0
TStz90 0:00 0.0
TST62 0:00 0.0
TStz113 0:00 0.0
TStz27 0:00 0.0
TST39 0:00 0.0
TStz9 0:00 0.0
TSTZ133 0:00 0.0
TST13 0:00 0.0
TStz158 0:00 0.0
TSTZ134 0:00 0.0
TST28 0:00 0.0
TST3 0:00 0.0
TST20 0:00 0.0
TStz92 0:00 0.0
TST4 0:00 0.0
TStz91 0:00 0.0
TStz114 0:00 0.0
TStz115 0:00 0.0
TSTZ135 0:00 0.0
TStz41 0:00 0.0
TStz116 0:00 0.0
TStz117 0:00 0.0
TST21 0:00 0.0
TStz10 0:00 0.0
TStz118 0:00 0.0
TSTZ136 0:00 0.0
TStz159 0:00 0.0
TStz119 0:00 0.0
TST47 0:00 0.0
TST22 0:00 0.0
TStz11 0:00 0.0
TStz147 0:00 0.0
TSTZ137 0:00 0.0
TST40 0:00 0.0
TStz93 0:00 0.0
TStz48 0:00 0.0
TST56 0:00 0.0
TStz36 0:00 0.0
TSTZ138 0:00 0.0
TST29 0:00 0.0
TStz28 0:00 0.0
TStz55 0:00 0.0
TStz56 0:00 0.0
TStz160 0:00 0.0
TStz54 0:00 0.0
TStz94 0:00 0.0
TStz49 0:00 0.0
TStz120 0:00 0.0
TStz151 0:00 0.0
TSTZ139 0:00 0.0
TStz148 0:00 0.0
TStz12 0:00 0.0
TST55 0:00 0.0
TStz38 0:00 0.0
TStz53 0:00 0.0
TStz57 0:00 0.0
TStz42 0:00 0.0
TStz95 0:00 0.0
TStz47 0:00 0.0
TStz37 0:00 0.0
TStz50 0:00 0.0
TST52 0:00 0.0
TSTZ140 0:00 0.0
TStz121 0:00 0.0
TStz29 0:00 0.0
TStz13 0:00 0.0
TStz52 0:00 0.0
TStz96 0:00 0.0
TStz152 0:00 0.0
TStz161 0:00 0.0
TStz58 0:00 0.0
TStz150 0:00 0.0
TStz149 0:00 0.0
TStz51 0:00 0.0
TST54 0:00 0.0
TSTZ141 0:00 0.0
TStz14 0:00 0.0
TStz122 0:00 0.0
TST60 0:00 0.0
TStz97 0:00 0.0
TST35 0:00 0.0
TST48 0:00 0.0
TST41 0:00 0.0
TST34 0:00 0.0
TST51 0:00 0.0
TStz59 0:00 0.0
TST23 0:00 0.0
TStz61 0:00 0.0
TSTZ142 0:00 0.0
TST30 0:00 0.0
TStz123 0:00 0.0
TST37 0:00 0.0
TStz154 0:00 0.0
TST36 0:00 0.0
TStz98 0:00 0.0
TST38 0:00 0.0
TST57 0:00 0.0
TStz65 0:00 0.0
TStz60 0:00 0.0
TSTZ143 0:00 0.0
TStz15 0:00 0.0
TST46 0:00 0.0
TStz99 0:00 0.0
TStz30 0:00 0.0
TST58 0:00 0.0
TStz66 0:00 0.0
TStz124 0:00 0.0
TSTZ144 0:00 0.0
TST49 0:00 0.0
TStz100 0:00 0.0
TStz16 0:00 0.0
TStz125 0:00 0.0
TSTZ145 0:00 0.0
TStz31 0:00 0.0
TStz101 0:00 0.0
TStz67 0:00 0.0
TStz43 0:00 0.0
TStz126 0:00 0.0
TStz17 0:00 0.0
TSTZ146 0:00 0.0
TST2 0:00 0.0
TST45 0:00 0.0
TStz68 0:00 0.0
TStz18 0:00 0.0
TStz62 0:00 0.0
TSTZ1461 0:00 0.0
TStz32 0:00 0.0
TStz102 0:00 0.0
TST59 0:00 0.0
TStz69 0:00 0.0
TSTZ1462 0:00 0.0
TStz63 0:00 0.0
TStz103 0:00 0.0
TStz127 0:00 0.0
TSTZ1463 0:00 0.0
TStz64 0:00 0.0
TStz104 0:00 0.0
TStz70 0:00 0.0
TStz128 0:00 0.0
TST17 0:00 0.0
TStz44 0:00 0.0
TStz129 0:00 0.0
TST18 0:00 0.0
TST61 0:00 0.0
TStz71 0:00 0.0
TStz130 0:00 0.0
TStz45 0:00 0.0
TStz72 0:00 0.0
TStz73 0:00 0.0
TStz46 0:00 0.0
TStz74 0:00 0.0
