[SUBCATCHMENTS]
S22981 S22981 22981 1.450578 70.000000 67.950953 0.200000 0.000000
S21758 S21758 21758 9.649563 30.000000 175.258421 6.229903 0.000000
S21553 S21553 21553 2.360723 60.000000 86.685724 0.200000 0.000000
S21828 S21828 21828 1.268710 70.000000 63.548647 0.876011 0.000000
S22059 S22059 22059 1.197448 70.000000 61.738107 0.200000 0.000000
S25360 S25360 25360 0.242220 80.000000 27.767070 1.755419 0.000000
S22075 S22075 22075 0.864740 80.000000 52.464763 0.200000 0.000000
S22863 S22863 22863 2.475508 70.000000 88.768171 0.200000 0.000000
S22980 S22980 22980 2.072192 60.000000 81.215706 0.380023 0.000000
S22160 S22160 22160 3.197697 60.000000 100.888970 0.200000 0.000000
S22056 S22056 22056 4.565345 70.000000 120.548519 0.200000 0.000000
S22057 S22057 22057 1.485283 60.000000 68.759013 0.200000 0.000000
S21812 S21812 21812 3.891329 40.000000 111.294581 1.779974 0.000000
S21688 S21688 21688 0.421856 80.000000 36.644355 1.957946 0.000000
S21554 S21554 21554 2.738316 60.000000 93.361292 0.200000 0.000000
S23200 S23200 23200 1.216918 60.000000 62.238018 0.338833 0.000000
S21685 S21685 21685 0.864496 80.000000 52.457361 0.200000 0.000000
S22982 S22982 22982 2.015525 60.000000 80.097544 0.454682 0.000000
S23870 S23870 23870 0.804531 70.000000 50.605367 1.352657 0.000000
S23198 S23198 23198 0.519295 80.000000 40.656705 0.200000 0.000000
S21687 S21687 21687 0.687569 80.000000 46.782484 0.200000 0.000000
S21777 S21777 21777 0.985097 80.000000 55.996980 0.317023 0.000000
S23199 S23199 23199 1.662732 50.000000 72.750541 0.283169 0.000000
S22055 S22055 22055 0.812498 80.000000 50.855307 0.764614 0.000000
S22983 S22983 22983 2.358143 60.000000 86.638339 0.477744 0.000000
S22979 S22979 22979 1.745874 80.000000 74.547240 0.200000 0.000000
S21827 S21827 21827 1.600339 60.000000 71.372520 0.608079 0.000000
S22862 S22862 22862 1.689729 70.000000 73.338763 0.335038 0.000000
S22014 S22014 22014 2.619659 70.000000 91.316120 0.421636 0.000000
S21778 S21778 21778 0.696537 80.000000 47.086586 0.233865 0.000000
S21757 S21757 21757 0.656473 80.000000 45.712346 0.481209 0.000000
S21686 S21686 21686 0.354591 70.000000 33.596109 0.200000 0.000000
S21756 S21756 21756 0.522363 80.000000 40.776610 0.240305 0.000000
S21776 S21776 21776 0.623471 80.000000 44.548497 1.660600 0.000000
S21696 S21696 21696 1.551472 80.000000 70.274379 0.248899 0.000000
S22074 S22074 22074 9.488384 80.000000 173.788560 0.224935 0.000000
S22013 S22013 22013 4.643277 60.000000 121.573064 0.238815 0.000000
S22053 S22053 22053 3.678798 80.000000 108.212657 0.200000 0.000000
S23933 S23933 23933 2.727050 60.000000 93.169042 0.200000 0.000000
S23897 S23897 23897 2.990791 70.000000 97.570395 0.200000 0.000000
S21694 S21694 21694 1.364421 70.000000 65.902101 0.231608 0.000000
S21555 S21555 21555 1.394673 70.000000 66.628686 0.241970 0.000000
S22159 S22159 22159 2.618563 80.000000 91.297010 0.233153 0.000000
S22011 S22011 22011 4.992193 80.000000 126.058093 0.288728 0.000000
S22054 S22054 22054 3.816124 80.000000 110.213882 0.296414 0.000000
S22012 S22012 22012 8.467357 80.000000 164.171967 0.322935 0.000000
S21761 S21761 21761 1.113894 60.000000 59.545229 0.203354 0.000000
S21697 S21697 21697 2.291205 60.000000 85.399836 0.262375 0.000000
S21695 S21695 21695 1.361063 70.000000 65.820964 0.306307 0.000000
S21556 S21556 21556 1.427215 70.000000 67.401538 0.200000 0.000000
S21552 S21552 21552 3.834435 70.000000 110.477982 0.338164 0.000000
S23932 S23932 23932 1.384376 70.000000 66.382263 0.220211 0.000000
S23867 S23867 23867 1.476741 70.000000 68.561014 0.278505 0.000000
S23869 S23869 23869 0.970135 70.000000 55.570110 0.251510 0.000000
S21760 S21760 21760 0.789693 70.000000 50.136508 0.233626 0.000000
S23868 S23868 23868 1.183785 60.000000 61.384887 0.200000 0.000000
S21508 S21508 21508 3.558224 70.000000 106.424528 0.227372 0.000000
S23108 S23108 23108 1.794992 80.000000 75.588595 0.227477 0.000000
S21506 S21506 21506 2.496693 70.000000 89.147187 0.200000 0.000000
S21509 S21509 21509 3.575817 80.000000 106.687290 0.265567 0.000000
S21507 S21507 21507 2.281215 70.000000 85.213447 0.280930 0.000000
S21775 S21775 21775 4.382533 60.000000 118.110264 0.200000 0.000000
S22058 S22058 22058 1.594427 70.000000 71.240566 0.200000 0.000000
ST14 ST14 T14 4.112347 100.000000 114.411570 0.200000 0.000000
Stz105 Stz105 tz105 3.580346 100.000000 106.754841 0.200000 0.000000
Stz106 Stz106 tz106 4.514228 100.000000 119.871741 0.200000 0.000000
ST27 ST27 T27 3.133795 100.000000 99.875817 0.337529 0.000000
ST19 ST19 T19 2.938373 100.000000 96.711592 0.213609 0.000000
ST9 ST9 T9 8.438994 100.000000 163.896774 0.309334 0.000000
Stz1 Stz1 tz1 3.772255 100.000000 109.578554 0.200000 0.000000
Stz107 Stz107 tz107 4.949778 100.000000 125.521437 0.200000 0.000000
Stz86 Stz86 tz86 7.021617 100.000000 149.500844 0.200000 0.000000
Stz87 Stz87 tz87 6.067584 100.000000 138.973813 0.200000 0.000000
Stz88 Stz88 tz88 6.214957 100.000000 140.651419 0.200000 0.000000
Stz89 Stz89 tz89 7.574533 100.000000 155.275516 0.200000 0.000000
ST5 ST5 T5 8.840504 100.000000 167.750406 0.200000 0.000000
Stz108 Stz108 tz108 5.453426 100.000000 131.752774 0.200000 0.000000
Stz85 Stz85 tz85 7.052920 100.000000 149.833718 0.200000 0.000000
Stz2 Stz2 tz2 5.083682 100.000000 127.207946 0.236633 0.000000
Stz23 Stz23 tz23 3.518897 100.000000 105.834768 0.200000 0.000000
Stz109 Stz109 tz109 4.655948 100.000000 121.738831 0.200000 0.000000
ST53 ST53 T53 20.007719 100.000000 252.361936 0.200000 0.000000
Stz3 Stz3 tz3 4.944296 100.000000 125.451921 0.281462 0.000000
Stz155 Stz155 tz155 5.316271 100.000000 130.085414 0.419388 0.000000
Stz84 Stz84 tz84 6.577832 100.000000 144.699302 0.200000 0.000000
Stz24 Stz24 tz24 3.505805 100.000000 105.637708 0.200000 0.000000
Stz131 Stz131 tz131 1.046730 100.000000 57.722148 0.466550 0.000000
Stz4 Stz4 tz4 4.570318 100.000000 120.614156 0.200000 0.000000
ST12 ST12 T12 0.424290 100.000000 36.749924 0.200000 0.000000
Stz39 Stz39 tz39 5.211324 100.000000 128.795030 0.310300 0.000000
Stz83 Stz83 tz83 5.599824 100.000000 133.509530 0.200000 0.000000
Stz110 Stz110 tz110 3.713446 100.000000 108.721049 0.200000 0.000000
Stz77 Stz77 tz77 4.697291 100.000000 122.278128 0.200000 0.000000
ST15 ST15 T15 1.671537 100.000000 72.942902 0.200000 0.000000
Stz5 Stz5 tz5 4.134890 100.000000 114.724726 0.238044 0.000000
Stz156 Stz156 tz156 4.083139 100.000000 114.004536 0.404790 0.000000
Stz76 Stz76 tz76 4.891439 100.000000 124.779545 0.200000 0.000000
ST7 ST7 T7 4.927919 100.000000 125.243971 0.200000 0.000000
Stz78 Stz78 tz78 3.494522 100.000000 105.467578 0.200000 0.000000
Stz25 Stz25 tz25 2.311960 100.000000 85.785760 0.200000 0.000000
ST16 ST16 T16 2.039275 100.000000 80.568068 0.200000 0.000000
Stz82 Stz82 tz82 3.592917 100.000000 106.942080 0.200000 0.000000
Stz75 Stz75 tz75 3.458890 100.000000 104.928496 0.200000 0.000000
Stz40 Stz40 tz40 2.946556 100.000000 96.846165 0.200000 0.000000
Stz6 Stz6 tz6 3.400051 100.000000 104.032206 0.200000 0.000000
Stz111 Stz111 tz111 2.697313 100.000000 92.659670 0.200000 0.000000
Stz79 Stz79 tz79 2.304073 100.000000 85.639308 0.200000 0.000000
Stz26 Stz26 tz26 0.973844 100.000000 55.676216 0.200000 0.000000
ST10 ST10 T10 1.985569 100.000000 79.500076 0.200000 0.000000
Stz7 Stz7 tz7 3.132433 100.000000 99.854115 0.200000 0.000000
Stz157 Stz157 tz157 1.589325 100.000000 71.126508 0.464587 0.000000
Stz81 Stz81 tz81 1.489171 100.000000 68.848952 0.200000 0.000000
Stz80 Stz80 tz80 1.058058 100.000000 58.033649 0.200000 0.000000
Stz132 Stz132 tz132 2.232592 100.000000 84.300424 0.735742 0.000000
Stz112 Stz112 tz112 1.690925 100.000000 73.364717 0.220242 0.000000
ST11 ST11 T11 0.779900 100.000000 49.824667 0.237255 0.000000
Stz8 Stz8 tz8 2.846707 100.000000 95.191125 0.246211 0.000000
ST8 ST8 T8 0.591162 100.000000 43.378881 0.200000 0.000000
Stz90 Stz90 tz90 1.530169 100.000000 69.790253 0.558827 0.000000
ST62 ST62 T62 1.393464 100.000000 66.599813 0.200000 0.000000
Stz113 Stz113 tz113 0.862841 100.000000 52.407142 0.652926 0.000000
Stz27 Stz27 tz27 0.862098 100.000000 52.384557 0.200000 0.000000
ST39 ST39 T39 0.862729 100.000000 52.403743 0.623787 0.000000
Stz9 Stz9 tz9 2.897091 100.000000 96.029821 0.609760 0.000000
STZ133 STZ133 TZ133 1.592283 100.000000 71.192651 0.741302 0.000000
ST13 ST13 T13 0.338304 100.000000 32.815485 0.910183 0.000000
Stz158 Stz158 tz158 1.822389 100.000000 76.163284 0.560394 0.000000
STZ134 STZ134 TZ134 1.841864 100.000000 76.569157 0.200000 0.000000
ST28 ST28 T28 2.945806 100.000000 96.833832 1.008769 0.000000
ST3 ST3 T3 4.947009 100.000000 125.486326 0.200000 0.000000
ST20 ST20 T20 1.904457 100.000000 77.859325 1.041437 0.000000
Stz92 Stz92 tz92 2.429245 100.000000 87.934782 0.200000 0.000000
ST4 ST4 T4 0.298704 100.000000 30.835115 0.859334 0.000000
Stz91 Stz91 tz91 1.264844 100.000000 63.451748 0.200000 0.000000
Stz114 Stz114 tz114 0.864559 100.000000 52.459280 0.200000 0.000000
Stz115 Stz115 tz115 1.789748 100.000000 75.478106 1.420553 0.000000
STZ135 STZ135 TZ135 3.203646 100.000000 100.982776 0.353318 0.000000
Stz41 Stz41 tz41 2.910810 100.000000 96.256924 0.654796 0.000000
Stz116 Stz116 tz116 2.209496 100.000000 83.863246 1.193960 0.000000
Stz117 Stz117 tz117 2.547081 100.000000 90.042265 1.081592 0.000000
ST21 ST21 T21 2.049541 100.000000 80.770614 1.674976 0.000000
Stz10 Stz10 tz10 2.180145 100.000000 83.304370 1.592545 0.000000
Stz118 Stz118 tz118 3.254536 100.000000 101.781678 0.400140 0.000000
STZ136 STZ136 TZ136 3.882220 100.000000 111.164248 0.200000 0.000000
Stz159 Stz159 tz159 4.194381 100.000000 115.547091 0.716196 0.000000
Stz119 Stz119 tz119 3.952901 100.000000 112.171636 0.335337 0.000000
ST47 ST47 T47 5.249080 100.000000 129.260747 0.200000 0.000000
ST22 ST22 T22 3.344725 100.000000 103.182316 1.020895 0.000000
Stz11 Stz11 tz11 2.440172 100.000000 88.132337 1.548029 0.000000
Stz147 Stz147 tz147 2.750125 100.000000 93.562378 0.200000 0.000000
