[SUBAREAS]
;;Subcatchment   N-Imperv   N-Perv     S-Imperv   S-Perv     PctZero    RouteTo    PctRouted 
;;-------------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
S22981           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21758           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21553           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21828           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22059           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S25360           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22075           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22863           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22980           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22160           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22056           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22057           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21812           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21688           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21554           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23200           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21685           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22982           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23870           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23198           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21687           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21777           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23199           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22055           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22983           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22979           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21827           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22862           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22014           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21778           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21757           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21686           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21756           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21776           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21696           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22074           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22013           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22053           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23933           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23897           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21694           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21555           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22159           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22011           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22054           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22012           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21761           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21697           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21695           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21556           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21552           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23932           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23867           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23869           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21760           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23868           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21508           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S23108           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21506           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21509           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21507           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S21775           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
S22058           1.000000   0.025000   0.071000   2.000000   0.000000   OUTLET    
ST14             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz105           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz106           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST27             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST19             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST9              1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz1             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz107           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz86            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz87            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz88            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz89            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST5              1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz108           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz85            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz2             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz23            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz109           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST53             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz3             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz155           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz84            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz24            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz131           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz4             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST12             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz39            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz83            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz110           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz77            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST15             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz5             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz156           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz76            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST7              1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz78            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz25            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST16             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz82            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz75            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz40            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz6             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz111           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz79            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz26            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST10             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz7             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz157           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz81            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz80            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz132           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz112           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST11             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz8             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST8              1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz90            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST62             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz113           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz27            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST39             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz9             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
STZ133           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST13             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz158           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
STZ134           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST28             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST3              1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST20             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz92            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST4              1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz91            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz114           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz115           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
STZ135           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz41            1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz116           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
Stz117           1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
ST21             1.000000   0.000000   0.071000   0.000000   0.000000   OUTLET    
