[Polygons]
;;Subcatchment   X-Coord            Y-Coord           
;;-------------- ------------------ ------------------
Stz115           506602.390         322590.734        
Stz115           506598.097         322581.086        
Stz115           506372.848         322806.358        
STZ135           506998.419         322810.913        
STZ135           507297.352         322812.048        
STZ135           507298.391         322790.915        
STZ135           507558.742         322790.915        
STZ135           507559.966         322744.992        
STZ135           507012.537         322742.914        
STZ135           506998.419         322810.913        
Stz41            505211.201         322733.667        
Stz41            505276.441         322803.546        
Stz41            505283.237         322808.080        
Stz41            505600.938         322808.018        
Stz41            505661.992         322745.926        
Stz41            505668.983         322733.577        
Stz41            505211.201         322733.667        
Stz116           506312.538         322775.688        
Stz116           506372.848         322806.358        
Stz116           506598.097         322581.086        
Stz116           506594.083         322564.424        
Stz116           506570.777         322517.424        
Stz116           506312.538         322775.688        
Stz117           506247.789         322749.458        
Stz117           506273.621         322764.599        
Stz117           506312.538         322775.688        
Stz117           506570.777         322517.424        
Stz117           506560.803         322486.133        
Stz117           506543.894         322453.325        
Stz117           506247.789         322749.458        
ST21             504736.431         322680.907        
ST21             504741.795         322753.712        
ST21             504755.743         322760.959        
ST21             504989.612         322743.449        
ST21             505033.028         322704.072        
ST21             505049.555         322683.511        
ST21             504751.066         322675.317        
ST21             504736.431         322680.907        
Stz10            504438.740         322749.966        
Stz10            504741.795         322753.712        
Stz10            504736.431         322680.907        
Stz10            504440.046         322677.243        
Stz10            504438.740         322749.966        
Stz118           506175.886         322719.307        
Stz118           506191.992         322728.709        
Stz118           506247.789         322749.458        
Stz118           506543.894         322453.325        
Stz118           506529.959         322413.173        
Stz118           506513.504         322381.655        
Stz118           506175.886         322719.307        
STZ136           507012.537         322742.914        
STZ136           507559.966         322744.992        
STZ136           507561.862         322673.902        
STZ136           507017.206         322671.834        
STZ136           507012.537         322742.914        
Stz159           505130.890         322654.943        
Stz159           505198.585         322724.023        
Stz159           505211.201         322733.667        
Stz159           505668.983         322733.577        
Stz159           505735.720         322654.825        
Stz159           505130.890         322654.943        
Stz119           506094.956         322685.658        
Stz119           506115.703         322697.337        
Stz119           506175.886         322719.307        
Stz119           506513.504         322381.655        
Stz119           506498.952         322339.425        
Stz119           506495.077         322331.720        
Stz119           506490.672         322330.799        
Stz119           506379.662         322400.924        
Stz119           506094.956         322685.658        
ST47             505888.416         322572.929        
ST47             505944.816         322614.468        
ST47             506031.023         322662.525        
ST47             506094.956         322685.658        
ST47             506379.662         322400.924        
ST47             505908.168         322544.073        
ST47             505888.416         322572.929        
ST22             504732.833         322600.070        
ST22             504751.066         322675.317        
ST22             505049.555         322683.511        
ST22             505106.054         322631.798        
ST22             505105.993         322628.614        
ST22             505092.656         322614.309        
ST22             505062.962         322589.190        
ST22             504792.834         322571.645        
ST22             504732.833         322600.070        
Stz11            504439.888         322676.025        
Stz11            504440.046         322677.243        
Stz11            504736.431         322680.907        
Stz11            504751.066         322675.317        
Stz11            504732.833         322600.070        
Stz11            504441.030         322596.464        
Stz11            504440.097         322604.050        
Stz11            504439.888         322676.025        
Stz147           504057.547         322602.435        
Stz147           504058.263         322674.415        
Stz147           504439.888         322676.025        
Stz147           504440.097         322604.050        
Stz147           504057.547         322602.435        
STZ137           507014.232         322639.941        
STZ137           507017.206         322671.834        
STZ137           507561.862         322673.902        
STZ137           507563.771         322602.308        
STZ137           507016.780         322600.231        
STZ137           507014.232         322639.941        
ST40             505105.993         322628.614        
ST40             505106.054         322631.798        
ST40             505119.203         322645.514        
ST40             505130.890         322654.943        
ST40             505735.720         322654.825        
ST40             505780.717         322614.193        
ST40             505810.631         322580.333        
ST40             505799.930         322571.694        
ST40             505798.550         322570.812        
ST40             505164.259         322572.749        
ST40             505105.993         322628.614        
Stz93            506594.083         322564.424        
Stz93            506598.097         322581.086        
Stz93            506602.390         322590.734        
Stz93            506698.835         322642.710        
Stz93            507014.232         322639.941        
Stz93            507016.780         322600.231        
Stz93            507013.642         322560.740        
Stz93            506594.083         322564.424        
Stz48            505092.652         322245.168        
Stz48            505092.656         322614.309        
Stz48            505105.993         322628.614        
Stz48            505164.259         322572.749        
Stz48            505178.415         322554.185        
Stz48            505178.410         322065.766        
Stz48            505092.652         322245.168        
ST56             504999.276         322508.674        
ST56             505062.962         322589.190        
ST56             505092.656         322614.309        
ST56             505092.652         322245.168        
ST56             505056.107         322256.462        
ST56             505032.642         322271.252        
ST56             504999.276         322508.674        
Stz36            504056.818         322529.079        
Stz36            504057.547         322602.435        
Stz36            504440.097         322604.050        
Stz36            504441.030         322596.464        
Stz36            504440.243         322535.988        
Stz36            504433.851         322530.670        
Stz36            504056.818         322529.079        
STZ138           507013.642         322560.740        
STZ138           507016.780         322600.231        
STZ138           507563.771         322602.308        
STZ138           507565.586         322534.265        
STZ138           507016.425         322532.180        
STZ138           507013.642         322560.740        
ST29             504440.243         322535.988        
ST29             504441.030         322596.464        
ST29             504732.833         322600.070        
ST29             504792.834         322571.645        
ST29             504724.841         322518.953        
ST29             504474.367         322502.544        
ST29             504440.243         322535.988        
Stz28            504724.841         322518.953        
Stz28            504792.834         322571.645        
Stz28            505062.962         322589.190        
Stz28            504999.276         322508.674        
Stz28            504970.049         322478.080        
Stz28            504930.794         322450.453        
Stz28            504802.177         322442.100        
Stz28            504791.459         322445.275        
Stz28            504724.841         322518.953        
Stz55            505694.054         322029.205        
Stz55            505799.930         322571.694        
Stz55            505810.631         322580.333        
Stz55            505860.898         322577.035        
Stz55            505879.355         322573.620        
Stz55            505758.328         321953.501        
Stz55            505694.054         322029.205        
Stz56            505758.328         321953.501        
Stz56            505879.355         322573.620        
Stz56            505888.416         322572.929        
Stz56            505908.168         322544.073        
Stz56            505938.697         322487.939        
Stz56            505836.705         321965.354        
Stz56            505832.686         321961.896        
Stz56            505775.273         321930.231        
Stz56            505766.858         321939.864        
Stz56            505758.328         321953.501        
Stz160           505164.259         322572.749        
Stz160           505798.550         322570.812        
Stz160           505707.990         322494.707        
Stz160           505694.249         322486.202        
Stz160           505249.761         322487.559        
Stz160           505178.415         322554.185        
Stz160           505164.259         322572.749        
Stz54            505632.452         322107.666        
Stz54            505707.990         322494.707        
Stz54            505798.550         322570.812        
Stz54            505799.930         322571.694        
Stz54            505694.054         322029.205        
Stz54            505689.975         322032.516        
Stz54            505632.452         322107.666        
Stz94            506560.803         322486.133        
Stz94            506570.777         322517.424        
Stz94            506594.083         322564.424        
Stz94            507013.642         322560.740        
Stz94            507016.425         322532.180        
Stz94            507014.128         322482.152        
Stz94            506560.803         322486.133        
Stz49            505178.410         322065.766        
Stz49            505178.415         322554.185        
Stz49            505249.761         322487.559        
Stz49            505269.489         322460.322        
Stz49            505269.485         322098.821        
Stz49            505213.977         322026.579        
Stz49            505191.632         322010.513        
Stz49            505178.410         322065.766        
Stz120           505908.168         322544.073        
Stz120           506379.662         322400.924        
Stz120           506490.672         322330.799        
Stz120           506442.451         322306.047        
Stz120           505965.055         322450.988        
Stz120           505938.697         322487.939        
Stz120           505908.168         322544.073        
Stz151           504375.781         321858.024        
Stz151           504377.842         322468.917        
Stz151           504433.851         322530.670        
Stz151           504440.243         322535.988        
Stz151           504474.367         322502.544        
Stz151           504474.412         322502.483        
Stz151           504472.593         321963.477        
Stz151           504419.715         321898.895        
Stz151           504375.781         321858.024        
STZ139           507014.128         322482.152        
STZ139           507016.425         322532.180        
STZ139           507565.586         322534.265        
STZ139           507567.576         322459.622        
STZ139           507016.792         322457.531        
STZ139           507014.128         322482.152        
Stz148           504056.117         322458.528        
Stz148           504056.818         322529.079        
Stz148           504433.851         322530.670        
Stz148           504377.842         322468.917        
Stz148           504365.569         322459.834        
Stz148           504056.117         322458.528        
Stz12            504474.367         322502.544        
Stz12            504724.841         322518.953        
Stz12            504791.459         322445.275        
Stz12            504555.116         322429.792        
Stz12            504474.412         322502.483        
Stz12            504474.367         322502.544        
ST55             504970.049         322478.080        
ST55             504999.276         322508.674        
ST55             505032.642         322271.252        
ST55             504983.205         322231.411        
ST55             504970.082         322269.282        
ST55             504970.049         322478.080        
Stz38            504472.593         321963.477        
Stz38            504474.412         322502.483        
Stz38            504555.116         322429.792        
Stz38            504567.866         322412.680        
Stz38            504566.686         322062.964        
Stz38            504514.532         321998.973        
Stz38            504472.593         321963.477        
Stz53            505574.839         322182.553        
Stz53            505621.749         322422.909        
Stz53            505694.249         322486.202        
Stz53            505707.990         322494.707        
Stz53            505632.452         322107.666        
Stz53            505602.387         322131.006        
Stz53            505574.839         322182.553        
Stz57            505836.705         321965.354        
Stz57            505938.697         322487.939        
Stz57            505965.055         322450.988        
Stz57            505996.248         322390.152        
Stz57            505924.135         322020.655        
Stz57            505836.705         321965.354        
Stz42            505249.761         322487.559        
Stz42            505694.249         322486.202        
Stz42            505621.749         322422.909        
Stz42            505590.147         322404.933        
Stz42            505334.568         322405.714        
Stz42            505269.489         322460.322        
Stz42            505249.761         322487.559        
Stz95            506529.959         322413.173        
Stz95            506543.894         322453.325        
Stz95            506560.803         322486.133        
Stz95            507014.128         322482.152        
Stz95            507016.792         322457.531        
Stz95            507013.748         322408.925        
Stz95            506529.959         322413.173        
Stz47            504885.169         322376.437        
Stz47            504930.794         322450.453        
Stz47            504970.049         322478.080        
Stz47            504970.082         322269.282        
Stz47            504885.601         322254.176        
Stz47            504885.188         322255.735        
Stz47            504885.169         322376.437        
Stz37            504291.279         321768.260        
Stz37            504293.369         322387.570        
Stz37            504365.569         322459.834        
Stz37            504377.842         322468.917        
Stz37            504375.781         321858.024        
Stz37            504326.436         321800.727        
Stz37            504291.279         321768.260        
Stz50            505269.485         322098.821        
Stz50            505269.489         322460.322        
Stz50            505334.568         322405.714        
Stz50            505351.313         322377.345        
Stz50            505351.311         322164.346        
Stz50            505269.485         322098.821        
ST52             504055.373         322383.649        
ST52             504056.117         322458.528        
ST52             504365.569         322459.834        
ST52             504293.369         322387.570        
ST52             504286.304         322383.739        
ST52             504055.373         322383.649        
STZ140           507013.748         322408.925        
STZ140           507016.792         322457.531        
STZ140           507567.576         322459.622        
STZ140           507569.838         322374.822        
STZ140           507017.045         322372.723        
STZ140           507013.748         322408.925        
Stz121           505965.055         322450.988        
Stz121           506442.451         322306.047        
Stz121           506422.504         322291.518        
Stz121           506347.995         322259.651        
Stz121           506020.548         322359.066        
Stz121           505996.248         322390.152        
Stz121           505965.055         322450.988        
Stz29            504732.562         322362.816        
Stz29            504802.177         322442.100        
Stz29            504930.794         322450.453        
Stz29            504885.169         322376.437        
Stz29            504799.728         322318.051        
Stz29            504732.562         322362.816        
Stz13            504555.116         322429.792        
Stz13            504791.459         322445.275        
Stz13            504802.177         322442.100        
Stz13            504732.562         322362.816        
Stz13            504636.691         322356.535        
Stz13            504567.866         322412.680        
Stz13            504555.116         322429.792        
Stz52            505514.950         322230.005        
Stz52            505538.407         322350.194        
Stz52            505590.147         322404.933        
Stz52            505621.749         322422.909        
Stz52            505574.839         322182.553        
Stz52            505514.950         322230.005        
Stz96            506498.952         322339.425        
Stz96            506513.504         322381.655        
Stz96            506529.959         322413.173        
Stz96            507013.748         322408.925        
Stz96            507017.045         322372.723        
Stz96            507013.479         322334.908        
Stz96            506498.952         322339.425        
Stz152           504566.686         322062.964        
Stz152           504567.866         322412.680        
Stz152           504636.691         322356.535        
Stz152           504648.690         322333.964        
Stz152           504648.083         322154.022        
Stz152           504612.311         322099.246        
Stz152           504566.686         322062.964        
Stz161           505334.568         322405.714        
Stz161           505590.147         322404.933        
Stz161           505538.407         322350.194        
Stz161           505474.708         322322.510        
Stz161           505420.517         322322.675        
Stz161           505351.313         322377.345        
Stz161           505334.568         322405.714        
Stz58            505924.135         322020.655        
Stz58            505996.248         322390.152        
Stz58            506020.548         322359.066        
Stz58            506054.473         322292.968        
Stz58            506011.841         322074.527        
Stz58            505938.970         322025.819        
Stz58            505924.135         322020.655        
Stz150           504213.547         321684.360        
Stz150           504215.650         322307.513        
Stz150           504286.304         322383.739        
Stz150           504293.369         322387.570        
Stz150           504291.279         321768.260        
Stz150           504225.429         321696.313        
Stz150           504213.547         321684.360        
Stz149           504054.494         322295.207        
Stz149           504055.373         322383.649        
Stz149           504286.304         322383.739        
Stz149           504215.650         322307.513        
Stz149           504166.459         322295.251        
Stz149           504054.494         322295.207        
Stz51            505351.311         322164.346        
Stz51            505351.313         322377.345        
Stz51            505420.517         322322.675        
Stz51            505420.516         322251.665        
Stz51            505354.006         322165.390        
Stz51            505351.311         322164.346        
ST54             504790.751         322298.223        
ST54             504799.728         322318.051        
ST54             504885.169         322376.437        
ST54             504885.188         322255.735        
ST54             504806.502         322268.206        
ST54             504792.984         322291.609        
ST54             504790.751         322298.223        
STZ141           507013.479         322334.908        
STZ141           507017.045         322372.723        
STZ141           507569.838         322374.822        
STZ141           507571.442         322314.664        
STZ141           507436.030         322286.966        
STZ141           507016.577         322285.374        
STZ141           507013.479         322334.908        
Stz14            504636.691         322356.535        
Stz14            504732.562         322362.816        
Stz14            504799.728         322318.051        
Stz14            504790.751         322298.223        
Stz14            504739.064         322280.560        
Stz14            504722.382         322279.467        
Stz14            504648.690         322333.964        
Stz14            504636.691         322356.535        
Stz122           506020.548         322359.066        
Stz122           506347.995         322259.651        
Stz122           506296.543         322223.842        
Stz122           506262.140         322215.941        
Stz122           506073.235         322273.294        
Stz122           506054.473         322292.968        
Stz122           506020.548         322359.066        
ST60             505469.350         322256.220        
ST60             505474.708         322322.510        
ST60             505538.407         322350.194        
ST60             505514.950         322230.005        
ST60             505510.538         322230.009        
ST60             505469.350         322256.220        
Stz97            506495.077         322331.720        
Stz97            506498.952         322339.425        
Stz97            507013.479         322334.908        
Stz97            507016.577         322285.374        
Stz97            507013.504         322259.369        
Stz97            506537.629         322263.547        
Stz97            506495.077         322331.720        
ST35             504648.083         322154.022        
ST35             504648.690         322333.964        
ST35             504722.382         322279.467        
ST35             504710.269         322196.064        
ST35             504648.083         322154.022        
ST48             506292.346         321901.492        
ST48             506422.504         322291.518        
ST48             506442.451         322306.047        
ST48             506490.672         322330.799        
ST48             506495.077         322331.720        
ST48             506537.629         322263.547        
ST48             506569.609         322187.741        
ST48             506584.561         322120.591        
ST48             506299.781         321904.654        
ST48             506292.346         321901.492        
ST41             505420.516         322251.665        
ST41             505420.517         322322.675        
ST41             505474.708         322322.510        
ST41             505469.350         322256.220        
ST41             505420.516         322251.665        
ST34             504166.459         322295.251        
ST34             504215.650         322307.513        
ST34             504213.547         321684.360        
ST34             504184.971         321651.617        
ST34             504183.546         321650.091        
ST34             504166.459         322295.251        
ST51             503585.661         322029.761        
ST51             503585.661         322029.761        
ST51             503727.602         322058.780        
ST51             503698.498         322220.176        
ST51             504054.132         322258.755        
ST51             504054.494         322295.207        
ST51             504166.459         322295.251        
ST51             504183.546         321650.091        
ST51             504157.286         321620.910        
ST51             504136.693         321599.652        
ST51             504077.294         321540.370        
ST51             504022.709         321491.010        
ST51             503954.286         321431.229        
ST51             503928.759         321410.233        
ST51             503868.087         321362.061        
ST51             503851.310         321349.332        
ST51             503908.014         321323.107        
ST51             503954.606         321155.178        
ST51             504075.317         321102.560        
ST51             504100.078         320926.136        
ST51             504163.727         320955.232        
ST51             504193.109         320938.159        
ST51             504266.567         320896.864        
ST51             504286.420         320886.143        
ST51             504309.053         320872.643        
ST51             504347.568         320852.789        
ST51             504523.334         320884.946        
ST51             504549.901         320848.912        
ST51             504553.910         320841.326        
ST51             504562.289         320822.800        
ST51             504570.288         320796.953        
ST51             504588.872         320715.564        
ST51             504021.785         320885.911        
ST51             503555.607         321148.713        
ST51             503520.052         321168.756        
ST51             503466.841         321198.753        
ST51             503406.604         321232.646        
ST51             503407.930         321236.538        
ST51             503412.953         321282.205        
ST51             503409.374         321300.101        
ST51             503427.270         321310.838        
ST51             503438.008         321375.264        
ST51             503441.587         321471.903        
ST51             503466.642         321514.854        
ST51             503463.063         321572.121        
ST51             503495.275         321618.651        
ST51             503505.226         321674.526        
ST51             503532.297         321793.641        
ST51             503585.661         322029.761        
Stz59            506011.841         322074.527        
Stz59            506054.473         322292.968        
Stz59            506073.235         322273.294        
Stz59            506111.699         322194.042        
Stz59            506099.309         322130.560        
Stz59            506030.897         322079.265        
Stz59            506011.841         322074.527        
ST23             504765.379         322225.318        
ST23             504792.984         322291.609        
ST23             504806.502         322268.206        
ST23             504819.941         322180.357        
ST23             504766.352         322199.768        
ST23             504765.379         322225.318        
Stz61            506223.886         322006.123        
Stz61            506296.543         322223.842        
Stz61            506347.995         322259.651        
Stz61            506422.504         322291.518        
Stz61            506292.346         321901.492        
Stz61            506280.189         321891.979        
Stz61            506253.287         321930.494        
Stz61            506223.886         322006.123        
STZ142           507013.504         322259.369        
STZ142           507016.577         322285.374        
STZ142           507436.030         322286.966        
STZ142           507292.041         322257.514        
STZ142           507296.355         322204.674        
STZ142           507015.808         322203.609        
STZ142           507013.504         322259.369        
ST30             504710.269         322196.064        
ST30             504722.382         322279.467        
ST30             504739.064         322280.560        
ST30             504765.379         322225.318        
ST30             504766.352         322199.768        
ST30             504710.269         322196.064        
Stz123           506073.235         322273.294        
Stz123           506262.140         322215.941        
Stz123           506189.220         322170.506        
Stz123           506111.699         322194.042        
Stz123           506073.235         322273.294        
ST37             504982.899         322207.288        
ST37             504983.205         322231.411        
ST37             505032.642         322271.252        
ST37             505056.107         322256.462        
ST37             504982.899         322207.288        
Stz154           504884.349         322155.443        
Stz154           504885.601         322254.176        
Stz154           504970.082         322269.282        
Stz154           504983.205         322231.411        
Stz154           504982.899         322207.288        
Stz154           504967.578         322075.525        
Stz154           504884.349         322155.443        
ST36             504806.502         322268.206        
ST36             504885.188         322255.735        
ST36             504885.601         322254.176        
ST36             504884.349         322155.443        
ST36             504829.955         322171.428        
ST36             504819.941         322180.357        
ST36             504806.502         322268.206        
Stz98            506537.629         322263.547        
Stz98            507013.504         322259.369        
Stz98            507015.808         322203.609        
Stz98            507013.438         322183.844        
Stz98            506569.609         322187.741        
Stz98            506537.629         322263.547        
ST38             504967.578         322075.525        
ST38             504982.899         322207.288        
ST38             505056.107         322256.462        
ST38             505092.652         322245.168        
ST38             505178.410         322065.766        
ST38             505191.632         322010.513        
ST38             505130.504         321919.483        
ST38             504986.740         322040.737        
ST38             504967.578         322075.525        
ST57             505354.006         322165.390        
ST57             505420.516         322251.665        
ST57             505469.350         322256.220        
ST57             505510.538         322230.009        
ST57             505416.271         322165.382        
ST57             505354.006         322165.390        
Stz65            505416.271         322165.382        
Stz65            505510.538         322230.009        
Stz65            505514.950         322230.005        
Stz65            505574.839         322182.553        
Stz65            505602.387         322131.006        
Stz65            505500.530         322131.098        
Stz65            505416.271         322165.382        
Stz60            506168.851         322109.469        
Stz60            506189.220         322170.506        
Stz60            506262.140         322215.941        
Stz60            506296.543         322223.842        
Stz60            506223.886         322006.123        
Stz60            506203.814         322026.823        
Stz60            506168.851         322109.469        
STZ143           507013.438         322183.844        
STZ143           507015.808         322203.609        
STZ143           507296.355         322204.674        
STZ143           507302.488         322129.538        
STZ143           507015.446         322128.448        
STZ143           507013.438         322183.844        
Stz15            504612.311         322099.246        
Stz15            504648.083         322154.022        
Stz15            504710.269         322196.064        
Stz15            504766.352         322199.768        
Stz15            504819.941         322180.357        
Stz15            504829.955         322171.428        
Stz15            504744.187         322107.956        
Stz15            504612.311         322099.246        
ST46             506099.309         322130.560        
ST46             506111.699         322194.042        
ST46             506189.220         322170.506        
ST46             506168.851         322109.469        
ST46             506099.309         322130.560        
Stz99            506569.609         322187.741        
Stz99            507013.438         322183.844        
Stz99            507015.446         322128.448        
Stz99            507013.018         322107.559        
Stz99            506590.611         322111.268        
Stz99            506584.561         322120.591        
Stz99            506569.609         322187.741        
Stz30            504744.187         322107.956        
Stz30            504829.955         322171.428        
Stz30            504884.349         322155.443        
Stz30            504967.578         322075.525        
Stz30            504986.740         322040.737        
Stz30            504834.063         322030.840        
Stz30            504744.187         322107.956        
ST58             505213.977         322026.579        
ST58             505269.485         322098.821        
ST58             505351.311         322164.346        
ST58             505354.006         322165.390        
ST58             505416.271         322165.382        
ST58             505500.530         322131.098        
ST58             505433.498         322032.747        
ST58             505418.278         322028.635        
ST58             505213.977         322026.579        
Stz66            505433.498         322032.747        
Stz66            505500.530         322131.098        
Stz66            505602.387         322131.006        
Stz66            505632.452         322107.666        
Stz66            505689.975         322032.516        
Stz66            505433.498         322032.747        
Stz124           506030.897         322079.265        
Stz124           506099.309         322130.560        
Stz124           506168.851         322109.469        
Stz124           506203.814         322026.823        
Stz124           506030.897         322079.265        
STZ144           507013.018         322107.559        
STZ144           507015.446         322128.448        
STZ144           507302.488         322129.538        
STZ144           507308.663         322053.895        
STZ144           507015.529         322052.782        
STZ144           507013.018         322107.559        
ST49             506299.781         321904.654        
ST49             506584.561         322120.591        
ST49             506590.611         322111.268        
ST49             506618.568         322038.555        
ST49             506629.514         321967.995        
ST49             506624.602         321917.818        
ST49             506299.781         321904.654        
Stz100           506590.611         322111.268        
Stz100           507013.018         322107.559        
Stz100           507015.529         322052.782        
Stz100           507013.461         322035.088        
Stz100           506618.568         322038.555        
Stz100           506590.611         322111.268        
Stz16            504514.532         321998.973        
Stz16            504566.686         322062.964        
Stz16            504612.311         322099.246        
Stz16            504744.187         322107.956        
Stz16            504834.063         322030.840        
Stz16            504803.100         322018.031        
Stz16            504514.532         321998.973        
Stz125           505938.970         322025.819        
Stz125           506011.841         322074.527        
Stz125           506030.897         322079.265        
Stz125           506203.814         322026.823        
Stz125           506223.886         322006.123        
Stz125           506253.287         321930.494        
Stz125           505938.970         322025.819        
STZ145           507013.461         322035.088        
STZ145           507015.529         322052.782        
STZ145           507308.663         322053.895        
STZ145           507314.465         321982.820        
STZ145           507014.679         321981.682        
STZ145           507013.461         322035.088        
Stz31            504768.417         321921.925        
Stz31            504803.100         322018.031        
Stz31            504834.063         322030.840        
Stz31            504986.740         322040.737        
Stz31            505130.504         321919.483        
Stz31            505130.501         321906.377        
Stz31            504854.827         321888.506        
Stz31            504768.417         321921.925        
Stz101           506618.568         322038.555        
Stz101           507013.461         322035.088        
Stz101           507014.679         321981.682        
Stz101           507012.801         321964.630        
Stz101           506629.514         321967.995        
Stz101           506618.568         322038.555        
Stz67            505418.278         322028.635        
Stz67            505433.498         322032.747        
Stz67            505689.975         322032.516        
Stz67            505694.054         322029.205        
Stz67            505758.328         321953.501        
Stz67            505766.858         321939.864        
Stz67            505503.028         321940.102        
Stz67            505418.278         322028.635        
Stz43            505130.501         321906.377        
Stz43            505130.504         321919.483        
Stz43            505191.632         322010.513        
Stz43            505213.977         322026.579        
Stz43            505418.278         322028.635        
Stz43            505503.028         321940.102        
Stz43            505353.024         321864.069        
Stz43            505140.127         321861.927        
Stz43            505130.501         321906.377        
Stz126           505832.686         321961.896        
Stz126           505836.705         321965.354        
Stz126           505924.135         322020.655        
Stz126           505938.970         322025.819        
Stz126           506253.287         321930.494        
Stz126           506280.189         321891.979        
Stz126           506268.783         321829.637        
Stz126           505832.686         321961.896        
Stz17            504419.715         321898.895        
Stz17            504472.593         321963.477        
Stz17            504514.532         321998.973        
Stz17            504803.100         322018.031        
Stz17            504768.417         321921.925        
Stz17            504419.715         321898.895        
STZ146           507012.801         321964.630        
STZ146           507014.679         321981.682        
STZ146           507314.465         321982.820        
STZ146           507319.853         321916.820        
STZ146           507014.908         321915.662        
STZ146           507012.801         321964.630        
ST2              506624.602         321917.818        
ST2              506629.514         321967.995        
ST2              507012.801         321964.630        
ST2              507014.908         321915.662        
ST2              507013.191         321898.152        
ST2              506629.282         321896.806        
ST2              506624.602         321917.818        
ST45             505768.039         321853.113        
ST45             505775.273         321930.231        
ST45             505832.686         321961.896        
ST45             506268.783         321829.637        
ST45             506268.916         321827.103        
ST45             506265.091         321781.934        
ST45             505769.655         321824.840        
ST45             505768.039         321853.113        
Stz68            505353.024         321864.069        
Stz68            505503.028         321940.102        
Stz68            505766.858         321939.864        
Stz68            505775.273         321930.231        
Stz68            505768.039         321853.113        
Stz68            505398.048         321853.446        
Stz68            505353.024         321864.069        
Stz18            504326.436         321800.727        
Stz18            504375.781         321858.024        
Stz18            504419.715         321898.895        
Stz18            504768.417         321921.925        
Stz18            504854.827         321888.506        
Stz18            504758.032         321822.518        
Stz18            504326.436         321800.727        
Stz62            506268.783         321829.637        
Stz62            506280.189         321891.979        
Stz62            506292.346         321901.492        
Stz62            506299.781         321904.654        
Stz62            506624.602         321917.818        
Stz62            506629.282         321896.806        
Stz62            506629.075         321841.700        
Stz62            506268.916         321827.103        
Stz62            506268.783         321829.637        
STZ1461          507013.191         321898.152        
STZ1461          507014.908         321915.662        
STZ1461          507319.853         321916.820        
STZ1461          507325.199         321851.332        
STZ1461          507014.961         321850.155        
STZ1461          507013.191         321898.152        
Stz32            504758.032         321822.518        
Stz32            504854.827         321888.506        
Stz32            505130.501         321906.377        
Stz32            505140.127         321861.927        
Stz32            505136.958         321810.790        
Stz32            504800.137         321787.971        
Stz32            504758.032         321822.518        
Stz102           506629.075         321841.700        
Stz102           506629.282         321896.806        
Stz102           507013.191         321898.152        
Stz102           507014.961         321850.155        
Stz102           507013.122         321830.514        
Stz102           506631.655         321829.176        
Stz102           506629.075         321841.700        
ST59             505136.958         321810.790        
ST59             505140.127         321861.927        
ST59             505353.024         321864.069        
ST59             505398.048         321853.446        
ST59             505522.787         321755.650        
ST59             505356.462         321692.432        
ST59             505145.601         321689.750        
ST59             505140.727         321728.318        
ST59             505137.847         321763.918        
ST59             505136.958         321810.790        
Stz69            505398.048         321853.446        
Stz69            505768.039         321853.113        
Stz69            505769.655         321824.840        
Stz69            505763.081         321755.433        
Stz69            505522.787         321755.650        
Stz69            505398.048         321853.446        
STZ1462          507013.122         321830.514        
STZ1462          507014.961         321850.155        
STZ1462          507325.199         321851.332        
STZ1462          507330.669         321784.319        
STZ1462          507015.580         321783.122        
STZ1462          507013.122         321830.514        
Stz63            506265.091         321781.934        
Stz63            506268.916         321827.103        
Stz63            506629.075         321841.700        
Stz63            506631.655         321829.176        
Stz63            506629.445         321773.947        
Stz63            506267.496         321759.278        
Stz63            506265.091         321781.934        
Stz103           506629.445         321773.947        
Stz103           506631.655         321829.176        
Stz103           507013.122         321830.514        
Stz103           507015.580         321783.122        
Stz103           507012.965         321755.753        
Stz103           506633.873         321754.424        
Stz103           506629.445         321773.947        
Stz127           505763.081         321755.433        
Stz127           505769.655         321824.840        
Stz127           506265.091         321781.934        
Stz127           506267.496         321759.278        
Stz127           506264.443         321533.415        
Stz127           505764.851         321738.688        
Stz127           505763.081         321755.433        
STZ1463          507012.965         321755.753        
STZ1463          507015.580         321783.122        
STZ1463          507330.669         321784.319        
STZ1463          507336.983         321706.983        
STZ1463          507016.410         321705.765        
STZ1463          507012.965         321755.753        
Stz64            506264.443         321533.415        
Stz64            506267.496         321759.278        
Stz64            506629.445         321773.947        
Stz64            506633.873         321754.424        
Stz64            506649.050         321538.881        
Stz64            506318.677         321528.870        
Stz64            506264.443         321533.415        
Stz104           506649.050         321538.881        
Stz104           506633.873         321754.424        
Stz104           507012.965         321755.753        
Stz104           507016.410         321705.765        
Stz104           506999.293         321547.178        
Stz104           506649.050         321538.881        
Stz104           506649.050         321538.881        
Stz70            505356.462         321692.432        
Stz70            505522.787         321755.650        
Stz70            505763.081         321755.433        
Stz70            505764.851         321738.688        
Stz70            505760.324         321653.606        
Stz70            505758.640         321645.458        
Stz70            505512.260         321645.680        
Stz70            505356.462         321692.432        
Stz128           505760.324         321653.606        
Stz128           505764.851         321738.688        
Stz128           506264.443         321533.415        
Stz128           506318.677         321528.870        
Stz128           506262.774         321610.093        
Stz128           505760.324         321653.606        
ST17             506999.293         321547.178        
ST17             507016.410         321705.765        
ST17             507336.983         321706.983        
ST17             507341.697         321649.226        
ST17             507013.607         321649.058        
ST17             506999.293         321547.178        
