S1010600_A1 64.8
S1010600_A10 64.8
S1010600_A11 64.8
S1010600_A12 64.8
S1010600_A13 64.8
S1010600_A14 64.8
S1010600_A15 64.8
S1010600_A16 64.8
S1010600_A17 64.8
S1010600_A18 64.8
S1010600_A19 64.8
S1010600_A2 64.8
S1010600_A26 64.8
S1010600_A3 64.8
S1010600_A5 64.8
S1010600_A6 64.8
S1010600_A7 64.8
S1010600_A8 64.8
S1010600_A9 64.8
S1010690_A15 64.8
S1010690_A5 64.8
S1020662_A1 64.8
S1020662_A3 64.8
S1020662_A4 64.8
S1020662_A5 64.8
S1020662_A6 64.8
S1020662_A7 64.8
S1020663_A1 64.8
S1020663_A10 64.8
S1020663_A11 64.8
S1020663_A12 64.8
S1020663_A13 64.8
S1020663_A14 64.8
S1020663_A15 64.8
S1020663_A16 64.8
S1020663_A3 64.8
S1020663_A4 64.8
S1020663_A5 64.8
S1020663_A6 64.8
S1020663_A7 64.8
S1020663_A8 64.8
S1020663_A9 64.8
S1020664_A1 64.8
S1020664_A10 64.8
S1020664_A11 64.8
S1020664_A12 64.8
S1020664_A13 64.8
S1020664_A14 64.8
S1020664_A15 64.8
S1020664_A16 64.8
S1020664_A2 64.8
S1020664_A3 64.8
S1020664_A4 64.8
S1020664_A5 64.8
S1020664_A6 64.8
S1020664_A7 64.8
S1020664_A8 64.8
S1020664_A9 64.8
S1020665_A1 64.8
S1020665_A2 64.8
S1020665_A3 64.8
S1020665_A4 64.8
S1020665_A5 64.8
S1020672_A1 64.8
S1020672_A10 64.8
S1020672_A11 64.8
S1020672_A12 64.8
S1020672_A13 64.8
S1020672_A14 64.8
S1020672_A15 64.8
S1020672_A16 64.8
S1020672_A17 64.8
S1020672_A18 64.8
S1020672_A19 64.8
S1020672_A2 64.8
S1020672_A20 64.8
S1020672_A21 64.8
S1020672_A3 64.8
S1020672_A4 64.8
S1020672_A5 64.8
S1020672_A6 64.8
S1020672_A7 64.8
S1020672_A8 64.8
S1020672_A9 64.8
S1020674_A1 64.8
S1020674_A3 64.8
S1020682_A30 64.8
S1020682_A31 64.8
S1020682_A34 64.8
S1020682_A35 64.8
S1020682_A37 64.8
S1020682_A38 64.8
S1020684_A1 64.8
S1020684_A10 64.8
S1020684_A12 64.8
S1020684_A13 64.8
S1020684_A15 64.8
S1020684_A18 64.8
S1020684_A19 64.8
S1020684_A22 64.8
S1020684_A23 64.8
S1020684_A25 64.8
S1020684_A27 64.8
S1020684_A5 64.8
S1020684_A7 64.8
S1020684_A8 64.8
S1020694_A1 64.8
S1020694_A10 64.8
S1020694_A14 64.8
S1020694_A15 64.8
S1020694_A18 64.8
S1020694_A20 64.8
S1020694_A21 64.8
S1020694_A24 64.8
S1020694_A25 64.8
S1020694_A26 64.8
S1020694_A27 64.8
S1020694_A38 64.8
S1020694_A40 64.8
S1020694_A42 64.8
S1020694_A45 64.8
S1020694_A48 64.8
S1020694_A58 64.8
S1020694_A59 64.8
S1020694_A62 64.8
S1020694_A65 64.8
S1020694_A69 64.8
S1020694_A70 64.8
S1020694_A73 64.8
S1020694_A74 64.8
S1020694_A84 64.8
S1020694_A85 64.8
S1020694_A86 64.8
S1020694_A87 64.8
S1020694_A88 64.8
S1020694_A89 64.8
S1020694_A9 64.8
S1020694_A90 64.8
S1020694_A91 64.8
S1020695_A2 64.8
S1020695_A3 64.8
S1020695_A4 64.8
S1020695_A5 64.8
S1020695_A6 64.8
S137035 64.8
S137036 64.8
S137037 64.8
S137038 64.8
S137039 64.8
S137040 64.8
S137041 64.8
S137042 64.8
S137043 64.8
S137044 64.8
S137045 64.8
S137046 64.8
S137047 64.8
S137048 64.8
S137049 64.8
S137050 64.8
S159681 64.8
S159682 64.8
S159683 64.8
S15984 64.8
S21506 64.8
S21507 64.8
S21508 64.8
S21509 64.8
S21552 64.8
S21553 64.8
S21554 64.8
S21555 64.8
S21556 64.8
S21685 64.8
S21686 64.8
S21687 64.8
S21688 64.8
S21694 64.8
S21695 64.8
S21696 64.8
S21697 64.8
S21756 64.8
S21757 64.8
S21758 64.8
S21760 64.8
S21761 64.8
S21773 64.8
S21774 64.8
S21775 64.8
S21776 64.8
S21777 64.8
S21778 64.8
S21812 64.8
S21827 64.8
S21828 64.8
S21833 64.8
S21834 64.8
S21835 64.8
S21836 64.8
S21837 64.8
S21838 64.8
S21980 64.8
S21981 64.8
S21982 64.8
S22011 64.8
S22012 64.8
S22013 64.8
S22014 64.8
S22017 64.8
S22018 64.8
S22053 64.8
S22054 64.8
S22055 64.8
S22056 64.8
S22057 64.8
S22058 64.8
S22059 64.8
S22074 64.8
S22075 64.8
S22159 64.8
S22160 64.8
S22189 64.8
S22862 64.8
S22863 64.8
S22979 64.8
S22980 64.8
S22981 64.8
S22982 64.8
S22983 64.8
S22991 64.8
S23108 64.8
S23198 64.8
S23199 64.8
S23200 64.8
S23867 64.8
S23868 64.8
S23869 64.8
S23870 64.8
S23897 64.8
S23932 64.8
S23933 64.8
S25360 64.8
S26876 64.8
S26967 64.8
S26968 64.8
S27000 64.8
S27001 64.8
S27002 64.8
S27003 64.8
S27005 64.8
S27006 64.8
S27007 64.8
S27044 64.8
S27045 64.8
S27046 64.8
S27047 64.8
S27048 64.8
S27049 64.8
S27090 64.8
S27091 64.8
S27092 64.8
S27093 64.8
S27095 64.8
S27162 64.8
S27165 64.8
S27166 64.8
S27167 64.8
S27168 64.8
S27212 64.8
S27214 64.8
S27215 64.8
S27216 64.8
S27218 64.8
S27245 64.8
S27246 64.8
S27247 64.8
S27249 64.8
S27251 64.8
S27261 64.8
S27262 64.8
S27263 64.8
S27331 64.8
S27332 64.8
S27333 64.8
S27370 64.8
S27372 64.8
S27373 64.8
S27374 64.8
S27485 64.8
S27486 64.8
S27504 64.8
S27505 64.8
S27549 64.8
S27550 64.8
S27551 64.8
S27673 64.8
S27684 64.8
S27685 64.8
S27687 64.8
S27745 64.8
S27912 64.8
S28209 64.8
S28210 64.8
S28211 64.8
S28345 64.8
S28347 64.8
S28404 64.8
S28405 64.8
S28406 64.8
S28408 64.8
S28464 64.8
S28472 64.8
S28473 64.8
S28474 64.8
S28480 64.8
S28481 64.8
S28483 64.8
S28511 64.8
S28512 64.8
S28547 64.8
S28548 64.8
S28585 64.8
S28586 64.8
S28589 64.8
S28590 64.8
S28591 64.8
S28592 64.8
S28611 64.8
S28624 64.8
S28628 64.8
S28631 64.8
S28696 64.8
S28727 64.8
S28728 64.8
S28760 64.8
S28761 64.8
S28765 64.8
S28773 64.8
S28774 64.8
S28814 64.8
S28815 64.8
S28817 64.8
S28819 64.8
S28830 64.8
S28848 64.8
S28909 64.8
S28910 64.8
S28924 64.8
S28925 64.8
S28926 64.8
S28928 64.8
S28929 64.8
S28930 64.8
S28931 64.8
S29030 64.8
S29031 64.8
S29032 64.8
S29044 64.8
S29048 64.8
S29051 64.8
S29052 64.8
S29053 64.8
S29054 64.8
S29055 64.8
S29094 64.8
S2912 64.8
S2913 64.8
S29153 64.8
S29179 64.8
S29181 64.8
S29264 64.8
S29369 64.8
S29371 64.8
S29372 64.8
S30072 64.8
S30073 64.8
S30077 64.8
S30078 64.8
S30079 64.8
S30091 64.8
S30092 64.8
S30094 64.8
S30194 64.8
S30211 64.8
S30229 64.8
S30230 64.8
S30231 64.8
S30233 64.8
S30242 64.8
S30243 64.8
S30245 64.8
S30246 64.8
S30247 64.8
S30314 64.8
S30315 64.8
S30316 64.8
S30317 64.8
S30356 64.8
S30357 64.8
S30358 64.8
S30369 64.8
S30421 64.8
S30429 64.8
S30436 64.8
S30458 64.8
S30459 64.8
S30460 64.8
S30467 64.8
S30497 64.8
S30498 64.8
S30569 64.8
S30583 64.8
S30587 64.8
S30588 64.8
S30647 64.8
S30663 64.8
S30667 64.8
S30668 64.8
S30772 64.8
S30773 64.8
S30791 64.8
S30792 64.8
S30793 64.8
S30851 64.8
S30858 64.8
S30889 64.8
S30894 64.8
S30917 64.8
S30918 64.8
S30919 64.8
S30921 64.8
S30924 64.8
S30925 64.8
S30950 64.8
S30952 64.8
S31027 64.8
S31033 64.8
S3107 64.8
S31071 64.8
S31125 64.8
S31245 64.8
S31278 64.8
S31279 64.8
S31284 64.8
S31291 64.8
S31316 64.8
S31317 64.8
S31409 64.8
S31445 64.8
S31446 64.8
S31456 64.8
S31458 64.8
S31459 64.8
S31617 64.8
S31618 64.8
S31675 64.8
S3482 64.8
S3514 64.8
S3538 64.8
S4165 64.8
S4182 64.8
S4183 64.8
S4375 64.8
S4380 64.8
S4516 64.8
S5189 64.8
S5528 64.8
S917237 64.8
S929473 64.8
S929474 64.8
S929476 64.8
S929477 64.8
S929478 64.8
S929479 64.8
S929480 64.8
S929481 64.8
S929482 64.8
S929483 64.8
S929485 64.8
S929486 64.8
S929487 64.8
S929488 64.8
S929491 64.8
S929492 64.8
S929493 64.8
S929494 64.8
Sauto_201703121603SS_000069_69 64.8
Sauto_auto_201703091103SS_000082 64.8
Sauto_auto_201703121603SS_000076 64.8
Sauto_auto_201703121603SS_000078 64.8
Sauto_auto_201703121603SS_000080 64.8
Sgreen-16 64.8
Sgreen-18 64.8
Sgreen-20 64.8
Sgreen-6 64.8
SnewID1 64.8
Snode_102259 64.8
Snode_103158 64.8
Snode_103490 64.8
Snode_103919 64.8
Snode_105050 64.8
Snode_105231 64.8
Snode_106586 64.8
Snode_107019 64.8
Snode_110610 64.8
Snode_110964 64.8
Snode_112879 64.8
Snode_114295 64.8
Snode_11522 64.8
Snode_116435 64.8
Snode_116684 64.8
Snode_117688 64.8
Snode_119743 64.8
Snode_119886 64.8
Snode_12445 64.8
Snode_124614 64.8
Snode_12742 64.8
Snode_127539 64.8
Snode_13246 64.8
Snode_14880 64.8
Snode_15001 64.8
Snode_15325 64.8
Snode_15550 64.8
Snode_15872 64.8
Snode_18483 64.8
Snode_18592 64.8
Snode_19380 64.8
Snode_20709 64.8
Snode_20755 64.8
Snode_20940 64.8
Snode_21370 64.8
Snode_22052 64.8
Snode_22672 64.8
Snode_26503 64.8
Snode_27070 64.8
Snode_27715 64.8
Snode_28282 64.8
Snode_28798 64.8
Snode_3492 64.8
Snode_35290 64.8
Snode_35553 64.8
Snode_37768 64.8
Snode_38009 64.8
Snode_39326 64.8
Snode_39717 64.8
Snode_39832 64.8
Snode_39999 64.8
Snode_40542 64.8
Snode_43020 64.8
Snode_43064 64.8
Snode_43443 64.8
Snode_44018 64.8
Snode_44453 64.8
Snode_44522 64.8
Snode_45753 64.8
Snode_47973 64.8
Snode_48223 64.8
Snode_49151 64.8
Snode_55431 64.8
Snode_57768 64.8
Snode_64380 64.8
Snode_64405 64.8
Snode_66002 64.8
Snode_68026 64.8
Snode_68034 64.8
Snode_68094 64.8
Snode_6911 64.8
Snode_6983 64.8
Snode_69926 64.8
Snode_72176 64.8
Snode_74147 64.8
Snode_75845 64.8
Snode_77359 64.8
Snode_77829 64.8
Snode_78606 64.8
Snode_8211 64.8
Snode_8262 64.8
Snode_83047 64.8
Snode_8344 64.8
Snode_83461 64.8
Snode_83961 64.8
Snode_85739 64.8
Snode_86179 64.8
Snode_87646 64.8
Snode_87846 64.8
Snode_8859 64.8
Snode_90074 64.8
Snode_9030 64.8
Snode_90363 64.8
Snode_90485 64.8
Snode_91198 64.8
Snode_94477 64.8
Snode_95298 64.8
Snode_96801 64.8
Snode_97706 64.8
Snode_98840 64.8
Snode_99613 64.8
Snode_99658 64.8
ST10 64.8
ST11 64.8
ST12 64.8
ST13 64.8
ST14 64.8
ST15 64.8
ST16 64.8
ST17 64.8
ST18 64.8
ST19 64.8
ST2 64.8
ST20 64.8
ST21 64.8
ST22 64.8
ST23 64.8
ST27 64.8
ST28 64.8
ST29 64.8
ST3 64.8
ST30 64.8
ST34 64.8
ST35 64.8
ST36 64.8
ST37 64.8
ST38 64.8
ST39 64.8
ST4 64.8
ST40 64.8
ST41 64.8
ST44 64.8
ST45 64.8
ST46 64.8
ST47 64.8
ST48 64.8
ST49 64.8
ST5 64.8
ST51 64.8
ST52 64.8
ST53 64.8
ST54 64.8
ST55 64.8
ST56 64.8
ST57 64.8
ST58 64.8
ST59 64.8
ST60 64.8
ST61 64.8
ST62 64.8
ST7 64.8
ST8 64.8
ST9 64.8
Stz1 64.8
Stz10 64.8
Stz100 64.8
Stz101 64.8
Stz102 64.8
Stz103 64.8
Stz104 64.8
Stz105 64.8
Stz106 64.8
Stz107 64.8
Stz108 64.8
Stz109 64.8
Stz11 64.8
Stz110 64.8
Stz111 64.8
Stz112 64.8
Stz113 64.8
Stz114 64.8
Stz115 64.8
Stz116 64.8
Stz117 64.8
Stz118 64.8
Stz119 64.8
Stz12 64.8
Stz120 64.8
Stz121 64.8
Stz122 64.8
Stz123 64.8
Stz124 64.8
Stz125 64.8
Stz126 64.8
Stz127 64.8
Stz128 64.8
Stz129 64.8
Stz13 64.8
Stz130 64.8
Stz131 64.8
Stz132 64.8
STZ133 64.8
STZ134 64.8
STZ135 64.8
STZ136 64.8
STZ137 64.8
STZ138 64.8
STZ139 64.8
Stz14 64.8
STZ140 64.8
STZ141 64.8
STZ142 64.8
STZ143 64.8
STZ144 64.8
STZ145 64.8
STZ146 64.8
STZ1461 64.8
STZ1462 64.8
STZ1463 64.8
Stz147 64.8
Stz148 64.8
Stz149 64.8
Stz15 64.8
Stz150 64.8
Stz151 64.8
Stz152 64.8
Stz153 64.8
Stz154 64.8
Stz155 64.8
Stz156 64.8
Stz157 64.8
Stz158 64.8
Stz159 64.8
Stz16 64.8
Stz160 64.8
Stz161 64.8
Stz17 64.8
Stz18 64.8
Stz2 64.8
Stz23 64.8
Stz24 64.8
Stz25 64.8
Stz26 64.8
Stz27 64.8
Stz28 64.8
Stz29 64.8
Stz3 64.8
Stz30 64.8
Stz31 64.8
Stz32 64.8
Stz36 64.8
Stz37 64.8
Stz38 64.8
Stz39 64.8
Stz4 64.8
Stz40 64.8
Stz41 64.8
Stz42 64.8
Stz43 64.8
Stz44 64.8
Stz45 64.8
Stz46 64.8
Stz47 64.8
Stz48 64.8
Stz49 64.8
Stz5 64.8
Stz50 64.8
Stz51 64.8
Stz52 64.8
Stz53 64.8
Stz54 64.8
Stz55 64.8
Stz56 64.8
Stz57 64.8
Stz58 64.8
Stz59 64.8
Stz6 64.8
Stz60 64.8
Stz61 64.8
Stz62 64.8
Stz63 64.8
Stz64 64.8
Stz65 64.8
Stz66 64.8
Stz67 64.8
Stz68 64.8
Stz69 64.8
Stz7 64.8
Stz70 64.8
Stz71 64.8
Stz72 64.8
Stz73 64.8
Stz74 64.8
Stz75 64.8
Stz76 64.8
Stz77 64.8
Stz78 64.8
Stz79 64.8
Stz8 64.8
Stz80 64.8
Stz81 64.8
Stz82 64.8
Stz83 64.8
Stz84 64.8
Stz85 64.8
Stz86 64.8
Stz87 64.8
Stz88 64.8
Stz89 64.8
Stz9 64.8
Stz90 64.8
Stz91 64.8
Stz92 64.8
Stz93 64.8
Stz94 64.8
Stz95 64.8
Stz96 64.8
Stz97 64.8
Stz98 64.8
Stz99 64.8
